"NAME","TEAM","POS","AGE","GP","MPG","USG%","TO%","FTA","FT%","2PA","2P%","3PA","3P%","eFG%","TS%","PPG","RPG","APG","SPG","BPG","TPG","P+R","P+A","P+R+A","VI","ORtg","DRtg"
"Goga Bitadze","Orl","C-F","24.7","62","15.4","13.3","17.4","87","0.655","195","0.636","14","0.143","0.608","0.629","5","4.6","1.3","0.5","1.2","0.7","9.6","6.3","10.9","8.1","127","101.2"
"Kenyon Martin Jr.","Lac","F","23.3","2","15.7","18","16.4","2","0.5","5","0.6","5","0.2","0.45","0.46","5","1.5","0.5","1","0.5","1","6.5","5.5","7","4","86.1","108.9"
"Isaiah Livers","Det","F","25.7","23","20.4","12.7","12.1","18","0.667","39","0.462","77","0.286","0.44","0.46","5","2.1","1.1","0.6","0.2","0.7","7","6","8.1","4.4","96.1","114.3"
"Jalen Wilson","Bro","F","23.4","43","15.4","14.3","9.6","46","0.826","105","0.495","74","0.324","0.492","0.537","5","3","1","0.3","0.1","0.4","8","6","9.1","6.4","117.2","113"
"Jordan Goodwin","Pho","G","25.5","40","14","18.2","13","29","0.862","113","0.46","80","0.288","0.448","0.481","5","2.9","2","0.6","0.2","0.7","7.9","6.9","9.8","8.8","108.8","109.4"
"D.J. Wilson","Phi","F","28.2","2","7.8","16.7","0","0","0","4","0.5","2","1","0.833","0.833","5","1","1","0","1","0","6","6","7","8.8","172.3","115"
"Kobi Simmons","Tor","G","26.8","4","16.9","13.9","4.5","0","0","13","0.538","8","0.25","0.476","0.476","5","1.8","3","1.5","0.5","0.3","6.8","8","9.8","7.1","115.6","112.3"
"Jock Landale","Hou","C","28.5","56","13.6","14.8","13.1","65","0.8","166","0.578","40","0.25","0.539","0.584","4.9","3.1","1.2","0.4","0.6","0.6","8","6.1","9.1","7.7","124.7","107.9"
"Garrison Mathews","Atl","G","27.5","66","15","11.1","7.7","42","0.81","33","0.545","193","0.44","0.644","0.665","4.9","1.4","0.6","0.3","0.1","0.3","6.3","5.5","6.9","4.3","130.5","112.6"
"Jared Rhoden","Det","G","24.6","17","14.4","13.3","9.6","8","0.625","35","0.6","31","0.387","0.591","0.597","4.9","1.9","0.8","0.2","0.8","0.4","6.8","5.7","7.6","5.4","114.8","111.3"
"Eugene Omoruyi","Was","F","27.2","43","9.1","22.4","11.2","49","0.653","121","0.562","46","0.283","0.524","0.549","4.8","2","0.8","0.6","0.1","0.5","6.8","5.6","7.6","8.7","111","105.3"
"Kobe Bufkin","Atl","G","20.6","17","11.5","22.4","9.8","8","0.5","52","0.481","40","0.225","0.418","0.424","4.8","1.9","1.6","0.4","0.3","0.6","6.7","6.4","8.3","8.5","95.1","111.4"
"DeJon Jarreau","Mem","G","26.2","9","16.6","18.3","15.2","11","0.455","37","0.351","13","0.308","0.38","0.392","4.8","4.9","2.9","0.7","0.2","1","9.7","7.7","12.6","9.8","93.2","104.8"
"Shake Milton","Min","G-F","27.5","38","12.9","18.7","14.9","44","0.818","107","0.467","53","0.264","0.444","0.496","4.7","1.3","1.3","0.4","0.1","0.7","6","6","7.3","6.2","100.1","104.6"
"Kenrich Williams","Okc","G-F","29.4","69","14.9","13.4","10.2","14","0.5","139","0.54","141","0.397","0.568","0.568","4.7","3","1.3","0.6","0.1","0.5","7.7","6.1","9.1","7.1","119.9","105.8"
"Jacob Gilyard","Mem","G","25.8","37","17.7","11.4","16.7","2","1","24","0.375","120","0.425","0.594","0.597","4.7","1.2","3.5","0.7","0.1","0.8","5.8","8.2","9.4","6.1","124.8","115"
"Dylan Windler","Atl","G-F","27.6","6","12.2","11.9","9.5","0","0","2","1","17","0.471","0.737","0.737","4.7","2","0.5","0.3","0","0.3","6.7","5.2","7.2","5.5","136.1","119"
"Josh Okogie","Pho","F","25.6","60","16","13","14.9","102","0.745","112","0.509","94","0.309","0.488","0.552","4.6","2.6","1.1","0.8","0.4","0.6","7.2","5.7","8.3","5.9","118.7","111.1"
"Omer Yurtseven","Uta","C","25.8","48","11.4","17.9","16.7","28","0.679","160","0.588","24","0.208","0.552","0.565","4.6","4.3","0.6","0.2","0.4","0.8","9","5.2","9.6","8","110.1","111.2"
"Anthony Black","Orl","G","20.2","69","16.9","12.7","18.5","80","0.613","153","0.51","94","0.394","0.54","0.56","4.6","2","1.3","0.5","0.3","0.8","6.6","5.9","7.9","5.4","107.7","105.9"
"Robert Covington","Phi","F","33.3","26","16.1","11.4","11","24","0.875","41","0.561","48","0.354","0.545","0.593","4.5","3.4","0.7","1.3","0.6","0.4","8","5.2","8.6","5.5","124","102.3"
"Kevon Looney","Gol","C","28.2","74","16.1","11.3","17.6","83","0.675","232","0.599","1","0","0.597","0.62","4.5","5.7","1.8","0.4","0.4","0.7","10.2","6.3","12","8.9","131.5","102.3"
"Keita Bates-Diop","Pho","F","28.2","39","15.3","13","8","36","0.722","86","0.512","64","0.313","0.493","0.525","4.5","2.6","0.9","0.6","0.5","0.3","7.1","5.3","7.9","5.7","115.2","112.5"
"Julian Strawther","Den","G","22","50","10.9","20.7","9.4","31","0.71","84","0.488","138","0.297","0.462","0.482","4.5","1.2","0.9","0.3","0.1","0.5","5.8","5.5","6.7","6.2","99","107.5"
"AJ Green","Mil","G","24.5","56","11","15.2","5.8","19","0.895","27","0.519","169","0.408","0.599","0.617","4.5","1.1","0.5","0.2","0.1","0.2","5.6","5","6.2","4.9","121.6","112.6"
"Taze Moore","Por","G","25.8","4","10.1","24.2","13.5","2","0.5","12","0.583","7","0.143","0.447","0.453","4.5","2","1.3","0.5","0","0.8","6.5","5.8","7.8","9","97.2","110.7"
"Monte Morris","Det","G","28.8","6","11.4","22.4","5.7","2","0.5","22","0.455","11","0.182","0.394","0.398","4.5","2","1.3","0.2","0.2","0.3","6.5","5.8","7.8","8","91.3","121.7"
"Taj Gibson","Det","F","38.8","4","9.8","15.3","0","0","0","10","0.6","4","0.5","0.643","0.643","4.5","2.3","0.5","0.3","0.3","0","6.8","5","7.3","7.1","135.4","113.2"
"Joe Ingles","Orl","F-G","36.5","68","17.2","11.6","22.8","34","0.824","66","0.439","161","0.435","0.59","0.612","4.4","2.1","3","0.6","0.1","1","6.4","7.3","9.4","7","119.1","107.3"
"Maxi Kleber","Dal","C","32.2","43","20.3","9.6","16.1","47","0.702","54","0.574","92","0.348","0.541","0.573","4.4","3.3","1.6","0.4","0.7","0.7","7.8","6","9.3","5.6","118.1","109.9"
"Mo Bamba","Phi","C","25.9","57","13","15.1","16.4","50","0.68","134","0.537","64","0.391","0.553","0.575","4.4","4.2","0.7","0.4","1.1","0.7","8.6","5.2","9.3","7.2","114.9","100.6"
"MarJon Beauchamp","Mil","F","23.5","48","12.7","14.6","14","28","0.679","91","0.56","75","0.4","0.578","0.592","4.4","2.1","0.6","0.3","0.1","0.6","6.5","5","7.1","5.6","111.1","110.2"
"Blake Wesley","San","G","21.1","61","14.4","14.7","20.3","78","0.667","160","0.563","55","0.218","0.502","0.537","4.4","1.5","2.7","0.5","0.1","0.9","5.9","7.1","8.7","7.3","110.2","110.8"
"Patrick Baldwin","Was","F","21.4","38","13","15.9","10.9","29","0.69","58","0.483","97","0.32","0.481","0.504","4.4","3.2","0.8","0.5","0.4","0.5","7.7","5.2","8.4","6.9","100.5","109.2"
"Dominick Barlow","San","F","20.9","33","12.7","14.1","7.4","42","0.69","104","0.51","9","0.333","0.509","0.548","4.4","3.4","1.1","0.4","0.4","0.3","7.8","5.5","8.9","8","124.3","107.9"
"Lester Quinones","Gol","G","23.4","37","10.7","18.2","10.7","29","0.69","53","0.453","88","0.364","0.511","0.533","4.4","1.9","1","0.2","0.1","0.5","6.4","5.4","7.4","7.6","112.3","108"
"Ben Sheppard","Ind","G","22.7","57","14.3","13.1","6.1","26","0.885","73","0.562","156","0.314","0.5","0.524","4.4","1.6","0.9","0.6","0","0.3","6","5.4","6.9","5.2","111.5","112.2"
"Jontay Porter","Tor","C-F","24.4","26","13.8","15.8","16.8","18","0.833","44","0.455","60","0.333","0.481","0.514","4.4","3.2","2.3","0.8","0.8","0.8","7.6","6.7","9.9","9.2","112.1","109.7"
"Seth Curry","Dal","G","33.6","36","12.7","15.9","9.9","19","0.895","65","0.385","80","0.363","0.472","0.502","4.3","1.4","0.8","0.5","0.1","0.4","5.7","5.1","6.6","5.3","104.7","112.6"
"Jaxson Hayes","Lal","C-F","23.9","70","12.5","12.5","19.7","82","0.622","167","0.754","8","0","0.72","0.718","4.3","3","0.5","0.5","0.4","0.6","7.3","4.8","7.8","6","128.1","102.4"
"John Konchar","Mem","G","28.1","55","21.3","9.7","18.1","25","0.84","88","0.568","120","0.317","0.514","0.537","4.3","4.7","2","0.9","0.9","0.8","8.9","6.3","10.9","6.4","112.9","110.3"
"Dru Smith","Mia","G","26.3","9","14.5","13.3","13","2","1","16","0.5","17","0.412","0.561","0.576","4.3","1.6","1.6","1","0.3","0.6","5.9","5.9","7.4","6.1","118","104.6"
"Caleb Houstan","Orl","G","21.3","59","13.8","12.5","7.2","26","0.808","13","0.615","193","0.373","0.563","0.582","4.3","1.4","0.5","0.3","0.1","0.3","5.7","4.8","6.2","4.2","119.2","109.4"
"Jeff Dowtin Jr.","Phi","G","26.9","12","11.8","13","12.1","4","0.75","17","0.647","19","0.474","0.681","0.689","4.3","1.7","2.3","0.6","0.1","0.4","6","6.6","8.3","8.7","141","117.1"
"Danuel House Jr.","Phi","F-G","30.9","34","15","12.2","15.3","46","0.761","55","0.582","50","0.3","0.519","0.575","4.2","1.7","0.8","0.4","0.1","0.6","5.9","5.1","6.8","4.8","113.7","110.3"
"Troy Brown Jr.","Min","G-F","24.7","37","11.1","15.7","13.2","22","0.864","34","0.618","84","0.369","0.572","0.603","4.2","1.9","0.9","0.2","0.1","0.5","6.1","5.1","7.1","7","117.8","106.8"
"Armoni Brooks","Bro","G","25.9","10","10.4","20.4","4.1","2","0.5","14","0.286","32","0.344","0.446","0.448","4.2","1.8","0.5","0.1","0.1","0.2","6","4.7","6.5","6","100.5","119.1"
"Theo Maledon","Cha","G","22.8","13","15.4","19.1","18.4","12","0.917","36","0.389","30","0.167","0.326","0.379","4.2","1.8","2.2","0.5","0","1.2","5.9","6.3","8.1","6.6","82.5","114.4"
"Max Christie","Lal","G","21.2","67","14.1","13.5","12.7","46","0.783","123","0.496","118","0.356","0.515","0.544","4.2","2.1","0.9","0.3","0.3","0.5","6.4","5.1","7.3","5.7","105","112.5"
"Ashton Hagans","Por","G-F","24.8","19","16.6","14.6","29.6","17","0.824","46","0.457","25","0.32","0.465","0.51","4.2","2.4","2.8","0.6","0.5","1.6","6.6","7.1","9.4","7.3","98.7","108.4"
"Troy Brown Jr.","Det","G-F","24.7","22","18.9","13","10","15","0.867","51","0.314","57","0.281","0.37","0.406","4.2","3.3","1.1","0.7","0","0.5","7.5","5.4","8.6","5.2","90.7","117.6"
"Doug McDermott","Ind","F","32.3","18","11.4","15.2","5.5","2","0.5","13","0.769","56","0.321","0.536","0.537","4.2","0.6","0.7","0.3","0","0.2","4.8","4.9","5.5","4.2","109.5","117.7"
"Delon Wright","Was","G","32","33","13.8","13.5","8.2","29","0.828","84","0.405","38","0.368","0.451","0.497","4.1","1.8","2.5","1.1","0.2","0.3","5.8","6.5","8.3","7.7","118","117.4"
"Luka Samanic","Uta","F","24.3","43","9.4","21.8","15","56","0.786","94","0.5","64","0.203","0.421","0.485","4.1","2.4","0.4","0.1","0.2","0.7","6.5","4.6","6.9","6.7","97.1","114.6"
"Jae'Sean Tate","Hou","F","28.5","65","15.9","11.7","13.9","39","0.667","152","0.559","77","0.299","0.522","0.538","4.1","3","1","0.6","0.2","0.6","7.1","5.1","8.1","5.8","111.4","102.5"
"Sandro Mamukelashvili","San","F-C","24.9","46","9.8","17.5","10.4","34","0.735","90","0.6","64","0.297","0.536","0.562","4.1","3.2","1.1","0.2","0.3","0.4","7.3","5.2","8.4","9.9","119.1","110.7"
"Ryan Rollins","Was","G","21.8","10","6.6","25.2","21.6","17","0.765","22","0.5","3","0.667","0.56","0.631","4.1","1.1","1.1","0.8","0.3","0.7","5.2","5.2","6.3","10.3","115.2","107.6"
"Marques Bolden","Cha","C","26","9","13.1","11.1","10.6","4","0.75","24","0.708","1","0","0.68","0.691","4.1","3.6","0.4","0.3","0.8","0.3","7.7","4.6","8.1","5.5","135.1","113.8"
"JaVale McGee","Sac","C-F","36.2","46","7.4","23.4","20.5","45","0.578","125","0.624","7","0.143","0.602","0.609","4","2.7","0.4","0.3","0.4","0.7","6.8","4.4","7.1","8.8","108","100.4"
"Evan Fournier","Nyk","G-F","31.5","3","12.9","24.5","4.7","2","1","5","0.4","15","0.133","0.25","0.287","4","1.3","1","1.3","0","0.3","5.3","5","6.3","5.4","72.3","101.5"
"Justin Holiday","Den","F-G","35","58","14.9","10.6","6.7","4","0.75","58","0.569","136","0.404","0.595","0.598","4","1.2","1.2","0.6","0.2","0.2","5.3","5.2","6.4","4.8","123.7","110"
"Mike Muscala","Was","F-C","32.8","24","14.1","14.3","15","20","0.75","39","0.487","51","0.275","0.444","0.481","4","3.1","1","0.2","0.3","0.7","7.1","4.9","8","6.6","100.3","114.4"
"Svi Mykhailiuk","Bos","G-F","26.8","41","10.1","16.1","8","9","0.667","29","0.517","108","0.389","0.569","0.575","4","1.2","0.9","0.3","0","0.3","5.2","4.8","6","6.5","119.1","111.8"
"Jaden Springer","Phi","G","21.6","32","11.8","18.2","18","34","0.824","81","0.469","37","0.216","0.424","0.481","4","1.8","1.1","0.8","0.3","0.8","5.8","5.1","6.9","6.8","99.7","103.4"
"Luka Garza","Min","C","25.3","25","4.9","33.4","7.4","25","0.72","43","0.628","32","0.281","0.54","0.576","4","1.2","0.2","0.2","0","0.2","5.2","4.1","5.4","8.1","116.8","92.4"
"Jaylin Williams","Okc","F","21.8","69","13","13.5","13","41","0.805","84","0.5","144","0.368","0.533","0.561","4","3.4","1.6","0.4","0.4","0.5","7.4","5.6","9","8.6","119.1","102.3"
"Ousmane Dieng","Okc","F","20.9","33","11.1","16.9","14","16","0.875","46","0.609","70","0.3","0.513","0.54","4","1.5","1.1","0.2","0.2","0.6","5.6","5.2","6.7","6.8","107.4","111.9"
"Mouhamed Gueye","Atl","F","21.4","6","12.1","15.2","4.1","6","0.833","14","0.357","9","0.333","0.413","0.468","4","3.7","0.7","0.8","0.7","0.2","7.7","4.7","8.3","7.2","118.1","100.3"
"Rayan Rupert","Por","G-F","19.9","39","16.2","13.6","16.1","25","0.76","83","0.313","78","0.359","0.422","0.451","4","2.4","1.6","0.3","0.1","0.8","6.3","5.6","7.9","6.1","97.6","113.5"
"Adama Sanogo","Chi","F","22.2","9","7.3","24.9","15.5","12","0.667","27","0.519","0","0","0.519","0.558","4","4","0","0.1","0","0.6","8","4","8","0","116.4","109.2"
"Mamadi Diakite","San","F","27.2","3","5.3","20.2","0","6","0.667","5","0.8","0","0","0.8","0.785","4","1","0.7","0","0.3","0","5","4.7","5.7","10.6","167.1","115.8"
"Matt Hurt","Mem","F","24","8","14.2","14.2","5.5","3","1","14","0.5","20","0.25","0.426","0.453","4","2","0.5","0.4","0.4","0.3","6","4.5","6.5","4.5","103.8","113.7"
"Xavier Tillman","Bos","F","25.3","20","13.7","11.8","7","7","0.571","38","0.684","28","0.286","0.576","0.579","4","2.7","1","0.5","0.5","0.3","6.7","5","7.7","6.5","126.9","109"
"Izaiah Brockington","Nor","G","24.8","1","3.4","64","0","0","0","4","0.5","1","0","0.4","0.4","4","2","0","0","0","0","6","4","6","0","0","0"
"DeAndre Jordan","Den","C","35.7","36","11","15.4","19.8","53","0.491","93","0.624","0","0","0.624","0.61","3.9","4.4","0.7","0.2","0.4","0.6","8.3","4.7","9","8.3","120","98.7"
"Chris Duarte","Sac","G","26.8","59","12.2","14.9","11","33","0.788","83","0.434","127","0.346","0.486","0.512","3.9","1.8","0.7","0.5","0.1","0.4","5.7","4.6","6.4","5.6","105.5","107"
"Jules Bernard","Was","G","24.2","19","7.9","21.4","11.1","9","0.556","35","0.514","29","0.379","0.539","0.544","3.9","1.4","0.8","0.2","0.1","0.4","5.3","4.7","6.1","8.3","108.6","115.5"
"Anthony Gill","Was","F","31.5","50","9.3","18","12.5","36","0.806","119","0.546","41","0.244","0.5","0.537","3.8","1.9","0.7","0.3","0.2","0.5","5.7","4.5","6.3","7.4","109","113.6"
"Tre Mann","Okc","G","23.2","13","9.2","18","18.2","1","1","21","0.571","19","0.421","0.6","0.606","3.8","1.8","1.5","0.2","0","0.7","5.6","5.3","7.2","9.4","114.9","113.9"
"Sidy Cissoko","San","G","20","12","11.7","12.8","8.3","15","0.8","21","0.714","12","0.083","0.5","0.568","3.8","1.8","0.8","0.6","0.3","0.3","5.6","4.6","6.4","6","123.3","106.6"
"Kira Lewis Jr.","Uta","G","23","12","9.9","17.5","12.9","9","0.778","27","0.593","13","0.154","0.475","0.512","3.8","1","1.6","0.3","0.1","0.5","4.8","5.3","6.3","7.4","112.7","122.3"
"Oshae Brissett","Bos","F-G","25.8","55","11.5","14.5","11.5","83","0.602","98","0.541","55","0.273","0.493","0.53","3.7","2.9","0.8","0.3","0.1","0.4","6.6","4.5","7.4","7.1","120.4","105.4"
"KJ Martin","Phi","F","23.3","58","12.3","13.2","14.9","39","0.538","148","0.581","23","0.304","0.564","0.569","3.7","2.2","0.9","0.3","0.2","0.5","5.9","4.6","6.8","6.3","113","103.9"
"Jamal Cain","Mia","F","25.1","26","10","16.7","9.2","23","0.783","48","0.479","31","0.355","0.5","0.544","3.7","1.4","0.4","0.4","0.2","0.3","5.2","4.1","5.5","5.1","111.9","106.7"
"Drew Peterson","Bos","F","24.4","3","7.6","13.4","14.3","0","0","1","1","5","0.6","0.917","0.917","3.7","0.3","0.3","0.7","0","0.3","4","4","4.3","3.6","144.2","110"
"T.J. Warren","Min","F","30.6","11","11.3","16.6","8.8","4","0.75","28","0.571","13","0.154","0.463","0.479","3.7","2","0.8","0.4","0.1","0.4","5.7","4.5","6.5","6.4","102.5","103.4"
"Jamaree Bouyea","San","G","24.8","3","12.6","9","12.5","0","0","6","0.667","1","1","0.786","0.786","3.7","3","1","0.3","0","0.3","6.7","4.7","7.7","7.1","141","98.8"
"Yuta Watanabe","Pho","G-F","29.5","29","13.2","13.6","14.1","15","0.667","22","0.5","75","0.32","0.485","0.502","3.6","1.5","0.3","0.3","0.2","0.6","5.1","3.9","5.4","3.6","96.2","110.6"
"Lindy Waters III","Okc","F","26.7","38","7.4","17.3","6.3","2","1","19","0.632","85","0.435","0.649","0.653","3.6","1.1","0.6","0.1","0.2","0.2","4.7","4.2","5.3","7.2","128.3","109.5"
"James Bouknight","Cha","G","23.6","14","5.8","24","4.6","2","0.5","11","0.455","30","0.433","0.598","0.597","3.6","0.6","0.4","0.1","0.1","0.1","4.2","4","4.6","6.6","115.8","121.8"
"Gui Santos","Gol","F","21.8","23","8.4","15.2","11.2","17","0.941","28","0.643","27","0.37","0.6","0.656","3.6","2.1","0.6","0.2","0.1","0.3","5.7","4.2","6.3","7.9","134","105.6"
"Collin Gillespie","Den","G","24.8","24","9.4","17.1","16.8","12","0.667","31","0.548","38","0.395","0.572","0.586","3.6","0.9","1.1","0.5","0","0.6","4.5","4.8","5.6","6.5","109.1","105.5"
"Jarace Walker","Ind","F","20.6","33","10.3","16.1","13.3","9","0.889","55","0.418","55","0.4","0.509","0.527","3.6","1.9","1.2","0.5","0.3","0.5","5.5","4.8","6.8","7.8","108.3","112.7"
"Jordan McLaughlin","Min","G","28","56","11.2","12.1","11.6","18","0.722","56","0.5","89","0.472","0.628","0.638","3.5","1.3","2","0.6","0.1","0.3","4.8","5.4","6.7","7.5","136.3","107.8"
"Onuralp Bitim","Chi","F","25","23","11.7","15.8","10.6","5","0.8","40","0.5","44","0.273","0.452","0.464","3.5","1.4","0.6","0.1","0.1","0.4","4.9","4","5.4","4.9","94.3","112.9"
"Mike Muscala","Det","F-C","32.8","13","13.2","11.9","4.3","4","0.5","10","0.2","34","0.382","0.489","0.492","3.5","2.2","0.8","0.2","0.4","0.2","5.7","4.2","6.5","5.6","113.4","115.6"
"Richaun Holmes","Dal","F","30.5","23","10.3","14.5","16.8","21","0.571","59","0.559","0","0","0.559","0.572","3.4","3.4","0.7","0.1","0.4","0.5","6.8","4","7.4","7.8","120.5","103.3"
"Harry Giles III","Bro","F-C","26","16","5.1","30.3","13.7","13","0.538","33","0.576","11","0.273","0.534","0.543","3.4","1.6","0.4","0.1","0.2","0.4","5","3.8","5.4","10.2","106.4","99.1"
"Nassir Little","Pho","F-G","24.2","45","10.2","13.9","10.1","20","0.85","54","0.667","70","0.3","0.544","0.572","3.4","1.7","0.5","0.2","0.2","0.3","5","3.8","5.5","5.6","114","109.8"
"Moses Brown","Por","C","24.5","22","9.1","19.1","14.4","31","0.29","65","0.508","0","0","0.508","0.477","3.4","3.9","0.3","0.2","0.3","0.5","7.3","3.7","7.6","7","101.5","103.5"
"Jalen McDaniels","Tor","F-C","26.2","50","10.8","18.7","13.7","37","0.73","118","0.449","71","0.169","0.376","0.412","3.4","1.6","0.7","0.4","0.1","0.6","5","4.1","5.7","5.8","85.5","112.2"
"Wenyen Gabriel","Mem","F","27.1","5","16.2","17.1","26.7","5","0","16","0.438","6","0.167","0.386","0.351","3.4","5","0.6","0.4","0.4","1.6","8.4","4","9","5.4","67.5","102.9"
"Buddy Boeheim","Det","F","24.4","10","8.4","17","0","10","0.8","4","0.25","25","0.32","0.448","0.509","3.4","1","0.3","0","0.1","0","4.4","3.7","4.7","4.8","116.1","119.3"
"Garrett Temple","Tor","G-F","37.9","27","10.7","15","15.2","22","0.818","38","0.447","40","0.3","0.449","0.502","3.3","1.7","1","0.4","0.1","0.5","4.9","4.3","6","6.6","106.9","112.4"
"Tristan Thompson","Cle","C-F","33.1","49","11.2","13.7","19.6","52","0.288","118","0.619","1","0","0.613","0.567","3.3","3.6","1","0.2","0.3","0.6","6.8","4.3","7.9","8.1","118.1","103.8"
"Dwight Powell","Dal","F-C","32.7","63","13.3","9.1","23.1","89","0.708","103","0.689","3","0.333","0.684","0.716","3.3","3.4","1.3","0.4","0.3","0.5","6.7","4.6","8","7.3","146.6","104.2"
"Vasilije Micic","Okc","G","30.3","30","12","15.4","24.1","19","0.737","46","0.565","45","0.244","0.467","0.498","3.3","0.8","2.5","0.3","0.1","1","4.1","5.8","6.6","6.3","102","113.3"
"Charles Bassey","San","C-F","23.5","19","10.8","11.8","27.1","6","0.833","39","0.744","1","0","0.725","0.739","3.3","4","1.1","0.4","0.9","0.8","7.3","4.4","8.4","9","125","100.4"
"Micah Potter","Uta","C","26","16","11.6","10.9","11","8","0.75","19","0.526","21","0.429","0.588","0.609","3.3","2.7","0.4","0.3","0.4","0.3","6","3.7","6.4","5.3","121.5","115"
"Oscar Tshiebwe","Ind","F-C","24.4","8","5.2","23.5","0","8","0.75","20","0.5","0","0","0.5","0.553","3.3","2","0.3","0.3","0.1","0","5.3","3.5","5.5","9.7","131.4","112.8"
"Terquavion Smith","Phi","G","21.3","16","5.3","28.2","13.1","5","0.6","11","0.455","35","0.371","0.533","0.539","3.3","0.3","0.8","0.5","0","0.4","3.5","4","4.3","7","103.4","107"
"Ish Smith","Cha","G","35.8","43","17.2","12.3","22.9","4","0.75","150","0.413","8","0.5","0.43","0.435","3.2","1.8","3.4","0.4","0.1","1.1","5","6.6","8.4","6.3","97.3","118.1"
"Boban Marjanovic","Hou","C","35.7","14","5.1","27.1","12.7","14","0.643","32","0.563","2","0","0.529","0.56","3.2","2.3","0.4","0.1","0.1","0.4","5.5","3.6","5.9","11.2","111.6","104.4"
"Zeke Nnaji","Den","F-C","23.3","58","9.9","15.4","15.3","62","0.677","126","0.5","23","0.261","0.483","0.528","3.2","2.2","0.6","0.3","0.7","0.5","5.4","3.8","5.9","6.5","112.1","102.7"
"Brandon Williams","Dal","G","24.4","17","6.6","26","11.4","17","0.647","39","0.436","15","0.2","0.398","0.439","3.2","0.8","1","0.1","0.1","0.4","3.9","4.2","4.9","8.3","96.7","118.1"
"JT Thor","Cha","F","21.6","63","12.4","11.7","7.6","20","0.55","102","0.51","81","0.346","0.514","0.519","3.2","2.3","0.5","0.2","0.4","0.2","5.5","3.6","5.9","5","110.1","116.1"
"A.J. Lawson","Dal","G","23.7","42","7.4","20","10.3","23","0.652","71","0.577","50","0.26","0.5","0.519","3.2","1.2","0.5","0.2","0.1","0.3","4.4","3.7","4.9","6.7","104.7","111.8"
"Wesley Matthews","Atl","G","37.5","36","11.5","11.7","7.6","24","0.75","28","0.357","69","0.348","0.474","0.511","3.1","1.5","0.6","0.4","0.3","0.2","4.5","3.7","5.2","4.9","111.9","111.8"
"Gabe Vincent","Lal","G","27.8","11","19.8","10.9","9.2","2","0.5","21","0.571","28","0.107","0.337","0.341","3.1","0.8","1.9","0.8","0","0.5","3.9","5","5.8","3.4","86","111.6"
"Dalen Terry","Chi","F","21.8","59","11.5","13.4","16.9","43","0.581","83","0.627","74","0.23","0.494","0.512","3.1","1.9","1.4","0.5","0.3","0.5","5","4.4","6.3","7","108.4","106.5"
"Robert Covington","Lac","F","33.3","3","23.1","6.3","0","2","0.5","1","1","8","0.25","0.444","0.455","3","2.7","2.3","2","0.7","0","5.7","5.3","8","4.6","130.2","106.3"
"Saben Lee","Pho","G","24.8","24","7.7","18.8","12.6","39","0.744","39","0.462","16","0.125","0.382","0.492","3","1.3","1.3","0.3","0.1","0.3","4.3","4.2","5.5","8.9","114.7","110.9"
"Johnny Davis","Was","G","22.1","50","12.3","12.2","7.8","24","0.583","114","0.421","40","0.35","0.448","0.462","3","1.4","0.6","0.4","0.2","0.3","4.5","3.7","5.1","4.4","98.4","115.6"
"Olivier-Maxence Prosper","Dal","F","21.8","40","8.4","16.6","7.1","41","0.683","59","0.458","45","0.289","0.447","0.496","3","2","0.6","0.2","0.1","0.2","5","3.6","5.6","7.3","113","112.4"
"Davis Bertans","Okc","F","31.4","15","6.1","16","3.6","15","0.933","2","0","24","0.417","0.577","0.675","2.9","0.7","0.6","0.2","0.2","0.1","3.6","3.5","4.2","7","146.2","106.5"
"Kira Lewis Jr.","Nor","G","23","15","9.6","19.6","13.2","11","0.909","32","0.438","20","0.1","0.327","0.387","2.9","0.9","1.2","0.3","0.1","0.5","3.9","4.1","5.1","6.1","89","112.4"
"Trevelin Queen","Orl","G","27.1","14","11.8","13.3","15.4","12","0.75","21","0.524","17","0.176","0.408","0.462","2.9","1.4","1.3","0.5","0.4","0.5","4.3","4.1","5.6","5.9","101.1","105.1"
"Jeremiah Robinson-Earl","Nor","F","23.4","39","8.6","15.4","14.4","16","0.75","56","0.571","39","0.333","0.542","0.564","2.9","1.9","0.5","0.3","0.1","0.4","4.9","3.5","5.4","6.5","112.1","108.3"
"Ish Wainright","Por","F","29.6","7","6.6","18.4","5.1","2","1","2","0","16","0.375","0.5","0.53","2.9","1.3","0","0.3","0.1","0.1","4.1","2.9","4.1","0","106.2","109.4"
"Nate Williams","Hou","G","25.2","22","5.9","19.6","7.4","13","0.538","45","0.556","5","0.4","0.56","0.565","2.9","1","0.3","0.2","0","0.2","3.9","3.2","4.2","6.5","117.7","110.7"
"Lamar Stevens","Bos","F","26.8","19","6.4","21","16.6","11","0.727","37","0.486","8","0.375","0.5","0.532","2.8","1.6","0.4","0.3","0.3","0.5","4.4","3.2","4.8","7.6","106.5","101"
"Orlando Robinson","Mia","C","23.8","36","8.4","14.8","19.9","25","0.76","57","0.491","15","0.533","0.556","0.596","2.8","2.3","0.9","0.2","0.2","0.5","5.1","3.7","6","8.6","119.9","101.6"
"D.J. Carton","Tor","G","23.7","4","8.9","13.5","10.7","5","0.8","4","0.5","4","0.25","0.438","0.539","2.8","1","0.8","0.3","0","0.3","3.8","3.5","4.5","5.9","119.8","115.6"
